agency_name,broker_id,score,property_fee,house_count,building_count,floor,price,rent_type,pay_type,direction,room_type,is_broker,floor_total,complete_time,hall_num,room_num,area,toilet_num, 公交, 医院, 地铁, 学校, 旅游景点, 美食, 购物, 酒店, 银行,distance1000,distance1500,distance2000,distance500,crawl_time,decoration,district,zone,facilities
金路达,fang_2196089,36.9,,183,38,,2200,整租,押一付十一,南北,,1,4,1990,1,1,23,1,20,20,2,20,20,20,20,20,20,112,96,45,46,2018/3/17 18:00,中,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_2136522,52.28,,4,1,低,2899,整租,押二付六,南,,1,6,,1,4,15,1,20,20,5,20,20,20,20,20,20,88,78,44,113,2018/3/17 23:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2240023,43.53,,12,3,中,1500,合租,,南,次,1,6,,1,3,18,1,20,20,13,20,20,20,20,20,20,123,111,28,54,2018/3/18 4:00,豪,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2229150,18.97,,1,1,中,4500,整租,(押一付年),东,,1,24,,1,1,61,1,20,20,9,20,20,20,20,20,20,101,157,78,111,2018/3/18 9:00,精,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|暖气
北京链家房地产经纪有限公司,fang_2061067,31.51,,129,2,高,6800,整租,押零付一,东西,,1,6,1986,1,2,91,1,20,16,2,20,20,20,20,20,20,108,107,102,14,2018/3/18 14:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
恒产嘉业,fang_1071373,47.98,,8,2,中,4800,整租,付十二,南北,,1,6,,1,2,68,1,20,20,14,20,20,20,20,20,20,123,63,53,66,2018/3/18 19:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
博峰地产,fang_2143983,43.33,,90,1,高,5000,整租,押一付二,南北,,1,6,,1,2,65,1,20,20,14,20,20,20,20,20,20,109,92,58,52,2018/3/19 0:00,精,海淀,马连洼,电视|空调|洗衣机|微波炉|冰箱|床|衣柜|宽带网|可做饭
我爱我家,fang_2137970,40.45,,124,34,中,4800,整租,押一付半年peizhi[],南北,,1,6,1970,1,2,78,1,20,20,3,20,20,20,20,20,20,131,128,37,21,2018/3/19 5:00,精,海淀,清河,空调|热水器|暖气|宽带网|可做饭|独立卫生间
,,26.67,,12,3,高,6500,整租,押3付4,,,0,16,,1,2,60,1,20,20,8,20,17,20,20,20,20,113,54,76,85,2018/3/19 10:00,中,海淀,蓟门桥,
我爱我家,fang_1277579,46.9,,108,2,高,5900,整租,押二付半年,南北,,1,19,1977,1,2,65,1,20,20,13,20,20,20,20,20,20,107,119,119,71,2018/3/19 15:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2228227,60.43,,32,10,高,11000,整租,(押一付三 - 租房贷),南北,,1,7,2012,2,3,155,2,20,20,6,20,20,20,20,20,20,85,81,89,46,2018/3/19 20:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
同城房产,fang_2235222,50.09,,292,73,中,750,合租,押三付二,南,隔断,1,6,1988,1,3,12,1,20,20,4,20,20,20,20,20,20,79,75,93,45,2018/3/20 1:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2227436,37.06,,89,23,低,4500,整租,押二付四,南北,,1,6,,1,1,60,1,20,20,9,20,20,20,20,20,20,136,77,48,83,2018/3/20 6:00,中,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,29.79,,89,2,高,900,合租,面议,南,隔断,1,6,1985,1,3,16,1,20,20,12,20,20,20,20,20,20,128,92,80,65,2018/3/20 11:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2227436,27.77,,1,1,中,5800,整租,付二,南北,,1,6,,1,3,81,1,20,20,12,20,20,20,20,20,20,112,129,47,49,2018/3/20 16:00,精,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
国泰大成,fang_2205934,64.35,,20,5,中,5500,整租,年付不押,南北,,1,6,,1,3,90,2,20,20,3,20,20,20,20,20,20,50,40,153,25,2018/3/20 21:00,精,海淀,田村,空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
,,52.27,,244,61,,1550,合租,不限,南北,次,0,5,1904,1,3,15,1,20,15,8,20,20,20,20,20,20,80,80,81,34,2018/3/21 2:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
鹏基伟业房地产,fang_2185118,38.2,,298,6,低,1650,合租,(押一付年),南,主,1,6,1989,1,3,21,1,20,10,1,20,13,20,20,18,15,29,54,84,38,2018/3/21 7:00,精,海淀,上地,空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2185115,26.08,,144,1,低,2000,合租,押零付一,南,次,1,6,1990,1,3,18,1,20,20,15,20,20,20,20,20,20,159,75,57,39,2018/3/21 12:00,精,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
鑫居房产,fang_1760701,51.92,,6,3,中,2400,合租,押零付年,南,次,1,6,,1,3,25,1,20,20,13,20,20,20,20,20,20,100,127,64,41,2018/3/21 17:00,中,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,75.69,,165,2,低,6300,整租,押零付一,,,0,19,2000,0,2,70,0,20,20,8,20,20,20,20,20,20,131,61,88,74,2018/3/21 22:00,中,海淀,航天桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
鼎盛世纪,fang_2100042,36.75,,77,1,中,5000,整租,押一付半年peizhi[],南,,1,6,,1,1,55,1,20,20,13,20,20,20,20,20,20,138,96,42,72,2018/3/22 3:00,中,海淀,双榆树,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
天雨金润,fang_2249549,30.56,,156,31,,5500,整租,押三付四,南北,,1,3,1988,1,1,87,1,20,20,9,20,20,20,20,20,20,125,71,128,66,2018/3/22 8:00,中,海淀,四季青,电视|微波炉|沙发|阳台
北京鸿盛伟业房地产经纪有限公司,fang_2057867,26.26,,92,28,中,2000,合租,押二付半年,南,主,1,12,,1,2,20,1,20,20,4,20,20,20,20,20,20,118,94,67,46,2018/3/22 13:00,中,海淀,四季青,床
金泰合,fang_2197492,50,,12,3,低,2600,合租,押零付三,东,主,1,8,,1,2,26,1,20,20,5,20,20,20,20,20,20,101,97,32,112,2018/3/22 18:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
中润置家,fang_2233819,53.57,,4,1,,750,合租,押零付一,南,次,1,4,,1,3,15,1,20,20,7,20,20,20,20,20,20,84,72,157,58,2018/3/22 23:00,精,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1615069,23.18,,86,3,高,9000,整租,押零付一,南,,1,9,1959,1,2,105,1,20,20,4,20,20,20,20,20,20,126,96,25,139,2018/3/23 4:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
蛋壳公寓,fang_2182767,31.48,,285,7,中,2660,合租,面议,南,主,1,28,1963,1,2,24,1,20,20,5,20,20,20,20,20,20,71,143,29,80,2018/3/23 9:00,简,海淀,上地,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭
我爱我家,fang_1553411,32.01,,273,45,低,7200,整租,押零付一,西南,,1,18,1987,1,2,65,1,20,20,4,20,18,20,20,20,20,94,148,166,30,2018/3/23 14:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1757372,34.18,,28,1,中,6800,整租,押零付年,南北,,1,12,,1,2,90,1,20,19,5,20,20,20,20,20,20,96,125,28,32,2018/3/23 19:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
链家地产,fang_407154,45,,158,39,中,4900,整租,不限,东南,,1,19,2008,1,1,62,1,20,20,8,20,20,20,20,20,20,143,73,87,53,2018/3/24 0:00,中,海淀,安宁庄,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
旭霄,fang_1192212,0,,,,高,6900,整租,押一付三,西南,,1,15,,1,3,80,1,20,13,7,20,19,20,20,20,20,45,83,122,10,2018/3/24 5:00,中,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2226869,13.33,,,,中,6200,整租,押一付三,南北,,1,6,,1,2,61,1,20,20,15,20,20,20,20,20,20,118,103,123,44,2018/3/24 10:00,豪,海淀,马甸,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,11.39,,77,3,中,3200,合租,押零付半年,,次,0,21,1978,1,3,21,2,20,20,7,20,20,20,20,20,20,119,157,30,59,2018/3/24 15:00,精,海淀,苏州街,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2138736,20.83,,714,16,高,10000,整租,押零付三,南北,,1,6,1980,2,2,133,2,20,5,1,20,16,20,20,20,18,31,56,92,23,2018/3/24 20:00,精,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2233815,16.55,,48,1,中,1850,合租,其他,南,主,1,6,,1,3,30,1,20,20,4,20,20,20,20,20,20,150,91,58,72,2018/3/25 1:00,精,海淀,四季青,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_621044,22.66,,81,2,中,4700,整租,押零付一,南,,1,6,1984,1,1,50,1,20,20,3,20,20,20,20,20,20,158,119,38,14,2018/3/25 6:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
福牛地产,fang_2192556,42.98,,132,3,中,730,合租,押零付年,南,,1,6,1987,1,3,20,1,20,20,3,20,20,20,20,20,20,101,95,57,101,2018/3/25 11:00,中,海淀,交通大学,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_2226960,41.84,,108,1,低,12600,整租,押三付二,东,,1,16,,1,3,120,1,20,20,16,20,20,20,20,20,20,79,153,49,62,2018/3/25 16:00,精,海淀,魏公村,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2229364,19.59,,427,4,低,1100,合租,押二付年,南,隔断,1,6,2002,1,3,13,1,20,20,2,20,20,20,20,20,20,90,103,47,64,2018/3/25 21:00,精,海淀,人民大学,电视|空调|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
我爱我家,fang_2229217,36.74,,1,1,低,3800,整租,押零付十一,南,,1,9,,1,1,52,1,20,20,9,20,20,20,20,20,20,148,101,48,62,2018/3/26 2:00,精,海淀,马连洼,热水器|洗衣机|床|沙发|独立卫生间
中润置家,fang_2239865,44.74,,276,9,中,1800,合租,押零付一,南,主,1,6,2001,1,3,23,1,20,20,10,20,20,20,20,20,20,127,114,38,60,2018/3/26 7:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1205092,24.13,,72,1,中,4200,整租,(押一付半年),东,,1,6,2000,1,1,45,1,20,20,5,20,20,20,20,20,20,76,98,48,96,2018/3/26 12:00,简,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1920627,30.9,,1873,31,高,1600,合租,押零付年,西,次,1,6,1977,1,2,17,1,20,20,15,20,20,20,20,20,20,121,128,36,59,2018/3/26 17:00,豪,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,72.5,,48,1,中,4500,整租,押二付半年,南,,0,15,,1,2,55,1,20,20,10,20,20,20,20,20,20,117,100,127,101,2018/3/26 22:00,中,海淀,田村,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
我爱我家,fang_2122072,38.04,,386,6,高,2500,合租,押零付一,南,主,1,6,1997,1,2,22,1,20,20,6,20,20,20,20,20,20,104,127,70,45,2018/3/27 3:00,中,海淀,定慧寺,
,,69.8,,220,5,低,2600,合租,押二付五,,租单,0,18,1989,1,3,12,1,20,20,15,20,20,20,20,20,20,90,98,55,88,2018/3/27 8:00,中,海淀,明光桥,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
众意地产,fang_2151559,32.49,,240,3,高,15000,整租,押零付三,南北,,1,19,1989,2,3,145,2,20,20,4,20,20,20,20,20,20,45,71,104,96,2018/3/27 13:00,简,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2226853,30.13,,2,1,高,4500,整租,押零付年,南,,1,6,,1,1,50,1,20,20,,20,20,20,20,20,20,79,110,29,75,2018/3/27 18:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中金地产,fang_1942445,54.75,,72,1,低,4300,整租,押三付年,南,,1,10,1988,1,1,48,1,20,20,5,20,20,20,20,20,20,112,98,75,59,2018/3/27 23:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,25.98,,298,185,高,1800,合租,押零付三,南,次,0,25,1991,1,3,18,1,20,20,5,20,20,20,20,20,20,64,120,122,11,2018/3/28 4:00,简,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248740,39.3,,48,1,高,2400,合租,押零付一,南,主,1,23,1983,1,3,25,1,20,20,13,20,20,20,20,20,20,115,66,34,81,2018/3/28 9:00,中,海淀,清河,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,28.59,,50,2,中,900,合租,押零付三,北,次,0,6,2001,1,3,10,1,20,20,8,20,20,20,20,20,20,160,122,41,100,2018/3/28 14:00,简,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
链家地产,fang_2207177,29.13,,4039,44,高,3430,合租,押零付一,南,主,1,24,2005,1,4,15,2,20,20,12,20,20,20,20,20,20,86,121,46,80,2018/3/28 19:00,中,海淀,牡丹园,空调|热水器|洗衣机|床|沙发|衣柜|暖气|宽带网|可做饭|独立卫生间
,,41.6,,150,2,中,6500,整租,押零付十一,南北,,1,16,1997,1,1,65,1,20,20,13,20,20,20,20,20,20,82,68,98,60,2018/3/29 0:00,精,海淀,花园桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
博峰地产,fang_2143983,48.58,,108,1,高,4900,整租,押零付一,东西,,1,6,,1,2,65,1,20,20,8,20,20,20,20,20,20,172,71,50,23,2018/3/29 5:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2185114,66.85,,71,1,低,1800,合租,无押付半年,南,次,1,6,,1,3,22,1,20,20,9,20,20,20,20,20,20,120,82,64,92,2018/3/29 10:00,简,海淀,马连洼,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
博峰地产,fang_2143983,41.57,,1668,32,低,6500,整租,押一付半年,南北,,1,6,1975,1,3,88,1,20,20,8,20,20,20,20,20,20,110,136,72,55,2018/3/29 15:00,精,海淀,马连洼,可做饭|阳台|独立卫生间
链家地产,fang_2228265,20.88,,882,12,中,7800,整租,押零付年,西南,,1,23,2000,1,2,72,1,20,20,14,20,20,20,20,20,20,137,118,57,52,2018/3/29 20:00,精,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2226851,32.88,,476,6,中,6000,整租,押零付一,东南,,1,18,1999,1,2,68,1,20,20,5,20,20,20,20,20,20,97,150,24,61,2018/3/30 1:00,精,海淀,牡丹园,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,35.63,,50,49,低,5500,整租,押零付一,西南,,0,6,2004,1,2,60,1,20,20,6,20,20,20,20,20,20,169,52,63,65,2018/3/30 6:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,11.73,,2,7,低,1600,整租,押零付年,南,,0,6,,1,2,20,1,20,20,6,20,20,20,20,20,20,106,179,29,30,2018/3/30 11:00,简,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立卫生间
中润置家,fang_2234989,27.91,,92,1,中,1300,合租,押零付三,南,主,1,6,,1,3,20,1,20,20,10,20,20,20,20,20,20,109,106,39,86,2018/3/30 16:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,58.39,,649,8,低,1200,合租,押零付三,南,次,1,6,1980,1,2,17,1,20,20,11,20,20,20,20,20,20,94,76,42,89,2018/3/30 21:00,精,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2202916,23.21,,2021,24,低,2000,合租,押零付半年,南,次,1,20,1992,1,3,20,1,20,20,3,20,15,20,20,20,20,105,106,70,47,2018/3/31 2:00,精,海淀,世纪城,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1473842,25.89,,60,1,低,4800,整租,押零付一,南北,,1,6,1994,1,2,70,1,20,20,4,20,20,20,20,20,20,121,160,30,82,2018/3/31 7:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
北京名远地产,fang_2134106,30.58,,1038,18,中,1500,合租,押零付半年,南,次,1,12,1986,1,3,12,1,20,20,6,20,20,20,20,20,20,81,117,72,90,2018/3/31 12:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2226851,33.53,,60,1,低,3300,合租,押一付三,南,主,1,12,,1,3,25,1,20,20,12,20,20,20,20,20,20,105,119,65,65,2018/3/31 17:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
天淇地产,fang_2194073,42.27,,324,7,高,700,整租,押一付年,东,,1,28,1992,0,1,20,1,20,20,8,20,20,20,20,20,20,118,150,43,107,2018/3/31 22:00,豪,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_1388014,15.12,,168,2,中,1314,合租,押零付半年,南,次,1,6,2002,2,3,21,2,20,20,11,20,20,20,20,20,20,117,97,67,104,2018/4/1 3:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2229160,50.8,,717,18,,6000,整租,押零付半年,南北,,1,5,1982,1,2,65,1,20,20,5,20,20,20,20,20,20,116,58,56,73,2018/4/1 8:00,中,海淀,北太平庄,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
链家地产,fang_1922205,41.63,,25,1,低,7000,整租,押零付一,西南,,1,16,,1,2,61,1,20,20,5,20,10,20,20,20,20,79,82,69,22,2018/4/1 13:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_1552173,35.82,,904,14,中,6300,整租,押一付半年,南北,,1,6,1998,1,2,65,1,20,20,10,20,20,20,20,20,20,65,114,89,68,2018/4/1 18:00,精,海淀,交通大学,可做饭|阳台|独立卫生间
北京名远地产,fang_2134106,59.14,,126,3,低,2300,合租,押零付年,南,主,1,6,1996,1,3,20,1,20,20,9,20,20,20,20,20,20,151,65,39,67,2018/4/1 23:00,中,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2205165,57.25,,120,3,中,7000,整租,押零付一,南北,,1,6,1994,1,2,65,1,20,20,3,20,20,20,20,20,20,93,73,51,79,2018/4/2 4:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,21.52,,2178,5,,8000,整租,押零付一,南北,,1,5,2001,1,3,64,1,20,20,9,20,20,20,20,20,20,142,73,51,56,2018/4/2 9:00,豪,海淀,甘家口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
亿成房地产,fang_1707225,6.25,,,,中,7000,整租,押零付半年,南北,,1,6,,1,2,90,1,20,20,12,20,20,20,20,20,20,119,132,44,32,2018/4/2 14:00,精,海淀,马连洼,热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网
金华爱家,fang_2173702,4.55,,,,中,2000,合租,押零付三,南,次,1,6,,1,3,23,1,20,20,5,20,20,20,20,20,20,96,72,77,76,2018/4/2 19:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,fang_1977462,26.39,,,,中,1700,合租,押零付三,南,次,1,25,,1,3,18,1,20,20,13,20,20,20,20,20,20,125,190,36,60,2018/4/3 0:00,中,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
我爱我家,fang_2120628,25.71,,,,中,6200,整租,押零付三,南北,,1,6,,1,3,90,1,20,20,15,20,20,20,20,20,20,96,76,78,66,2018/4/3 5:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,16.35,,516,8,低,800,合租,押零付一,,主,0,16,1990,1,3,8,2,20,12,,20,20,20,20,15,20,171,90,65,19,2018/4/3 10:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,27.18,,1077,4,中,4500,整租,押零付一,南北,,1,6,1999,1,2,60,1,20,12,,20,15,20,20,20,20,71,51,85,21,2018/4/3 15:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
铸家房地产,fang_2243908,58.52,,803,15,高,1800,合租,押一付三,北,次,1,6,1990,1,3,15,1,20,20,11,20,20,20,20,20,20,161,76,45,77,2018/4/3 20:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_215393,29.6,,180,4,中,3800,整租,押零付三,南,,1,6,1982,1,1,55,1,20,20,4,20,20,20,20,20,20,60,35,76,105,2018/4/4 1:00,中,海淀,上地,空调|热水器|床|衣柜|暖气|宽带网|独立卫生间
,,30.02,,208,2,中,2000,合租,押零付三,北,次,1,15,1990,1,3,20,1,20,20,4,20,18,20,20,20,20,160,96,26,81,2018/4/4 6:00,中,海淀,田村,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2233812,31,,1026,3,高,2600,合租,月付,南,次,1,17,2007,1,3,30,1,20,20,4,20,20,20,20,20,20,123,91,34,74,2018/4/4 11:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2208505,38.57,,72,1,中,2600,合租,押零付半年,南,租单,1,23,1992,1,1,25,1,20,19,3,20,20,20,20,20,20,121,75,51,56,2018/4/4 16:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
鸿盛伟业,fang_1575755,27.07,,180,2,中,1500,合租,其他,南,次,1,6,2003,1,2,15,1,20,13,,20,20,20,20,16,20,131,48,21,126,2018/4/4 21:00,精,海淀,定慧寺,
北京宏天伟业房地产经纪有限公司,fang_452679,31.15,,420,7,高,4500,整租,押三付半年,南北,,1,6,1988,1,2,60,1,20,20,,20,20,20,20,20,20,45,109,76,58,2018/4/5 2:00,精,海淀,五棵松,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|阳台
我爱我家,fang_2229116,35.6,,303,5,中,6200,整租,押零付一,南,,1,6,1985,1,2,80,1,20,20,6,20,20,20,20,20,20,131,64,42,55,2018/4/5 7:00,简,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,47.73,,1307,18,中,4800,整租,押一付三,南,,0,28,1986,1,2,68,1,20,20,2,20,20,20,20,20,20,123,119,33,41,2018/4/5 12:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248679,32.22,,0,0,高,1800,合租,押零付一,南,主,1,26,,1,3,19,1,20,20,4,20,20,20,20,20,20,144,97,28,76,2018/4/5 17:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2229116,35.58,,912,11,中,7800,整租,押零付年,东南,,1,18,2014,2,2,100,1,20,20,3,20,20,20,20,20,20,110,73,70,31,2018/4/5 22:00,精,海淀,牡丹园,可做饭|阳台|独立卫生间
,,18.48,,90,1,低,2000,合租,押零付十一,南,次,1,6,1984,1,3,25,1,20,20,5,20,20,20,20,20,20,126,116,36,63,2018/4/6 3:00,中,海淀,魏公村,电视|热水器|冰箱|床|沙发|衣柜|暖气|可做饭|独立卫生间
我爱我家,fang_2226958,18.17,,537,4,,7500,整租,押零付半年,南,,1,5,2006,1,3,90,1,20,20,9,20,20,20,20,20,20,150,58,37,82,2018/4/6 8:00,精,海淀,人民大学,床
