,id,crawl_time,district,zone,rent_type,room_type,price,area,room_num,hall_num,toilet_num,floor,floor_total,direction,decoration,facilities,pay_type,is_broker,agency_name,subway,bus
224,5ae7411b73235e541d1f7060,2018/5/1 0:15,海淀,西直门,合租,NULL,3000,20,3,1,1,中,6,南,中,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,风向标,NULL,NULL
225,5978f66e5f8f7926008c5ae6,2017/7/27 4:07,朝阳,和平街,整租,NULL,3000,25,2,1,1,中,6,南,中,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,NULL,0,NULL,NULL,NULL
226,59b531f633f035593cf46ec9,2017/9/10 20:37,朝阳,大望路,整租,NULL,5200,NULL,NULL,NULL,NULL,,,,,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,押一付三,0,NULL,NULL,NULL
227,5ae202179d3e61727b345e92,2018/4/27 0:45,丰台,马家堡,合租,NULL,1000,17,2,1,1,低,16,南北,精,,押一付一,1,天泰置地,NULL,NULL
228,59660cb75f8f7935134d4658,2017/7/12 19:49,海淀,中关村,整租,NULL,8600,80,3,1,1,低,6,南北,中,电视|空调|热水器|洗衣机|冰箱|暖气,押一付三,1,我爱我家,NULL,NULL
229,5a0a8b4bec98545ea3bfe6e6,2017/11/14 14:21,宣武,马连道,合租,NULL,3000,28,3,1,1,低,26,南,精,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,1,蛋壳公寓,NULL,NULL
230,5ae2041373235e0dd4e2974e,2018/4/27 0:53,丰台,丽泽桥,整租,NULL,6000,90,2,1,1,中,9,南,中,可做饭|独立阳台|独卫,押一付三,1,我爱我家,NULL,NULL
231,5a2d72fbd4d59021f743803c,2017/12/11 1:46,海淀,北太平庄,整租,NULL,7000,98,3,1,1,中,21,东西,中,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网,押一付三,1,房海恒达,NULL,NULL
232,5a3d390373235e3de720716e,2017/12/23 0:55,朝阳,望京,整租,NULL,6900,88,1,2,1,高,28,南,精,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网,押一付三,1,广发,NULL,NULL
233,5a0ab6c8ec98545ea3c37f32,2017/11/14 17:26,丰台,东高地,整租,NULL,3000,69,2,1,1,低,6,南北,简,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,NULL,1,北京怡然居客房地产,NULL,NULL
234,5a1d980ed4d5902e709ce49d,2017/11/29 1:08,昌平,昌平县城,整租,NULL,6000,147,3,1,1,,,南北,精,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网,押一付三,1,盛世恒鑫,NULL,NULL
235,5ae764079d3e613cee818cca,2018/5/1 2:44,丰台,草桥,整租,NULL,3500,50,1,1,1,中,22,南,中,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,0,NULL,NULL,NULL
236,5ad771fe73235e04b320d0cd,2018/4/19 0:27,朝阳,西坝河,合租,NULL,2100,13,3,1,1,,5,南,精,空调|热水器|洗衣机|床|衣柜|暖气|宽带网|可做饭|独卫,押一付三,0,NULL,NULL,NULL
237,5a4a666c73235e0fad21a53c,2018/1/2 0:48,通州,梨园,合租,NULL,1500,25,3,1,1,低,25,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,1,NULL,NULL,NULL
238,59d13bd333f035557c6a96f9,2017/10/2 3:02,通州,次渠,整租,NULL,3000,78,2,1,1,中,27,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,押一付三,0,NULL,NULL,NULL
239,59d0d4b833f035557c68b42e,2017/10/1 19:42,朝阳,垡头,整租,NULL,7000,95,3,1,1,高,6,南北,,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,押一付三,1,NULL,NULL,NULL
240,5ad4cbf873235e1be05b8ec2,2018/4/17 0:14,海淀,西直门,合租,NULL,2600,21,3,1,1,中,10,东,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台,押一付一,1,风向标,NULL,NULL
